MSSubClass,LotFrontage,LotArea,Street,OverallQual,OverallCond,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,MoSold,SalePrice
50,52.0,6240,Pave,5,7,0.0,0,1078,1078,1128,445,0,1573,0,0,2,0,3,1,8,1,2,360,6,162900
120,53.0,3922,Pave,7,5,72.0,0,1258,1258,1258,0,0,1258,0,0,2,0,2,1,6,1,3,648,6,172500
60,70.0,8750,Pave,7,5,0.0,642,273,915,933,975,0,1908,1,0,2,1,4,1,8,1,2,493,7,210000
20,73.0,9855,Pave,6,5,0.0,0,1436,1436,1689,0,0,1689,0,0,1,0,3,1,7,1,2,480,11,127500
20,137.0,16492,Pave,6,6,0.0,247,557,1517,1888,0,0,1888,0,0,2,1,2,1,6,1,2,578,6,190000
60,,11214,Pave,7,5,0.0,0,930,930,956,930,0,1886,0,0,2,1,4,1,10,1,2,431,7,199900
50,50.0,8600,Pave,6,6,0.0,0,780,780,780,596,0,1376,0,0,2,0,3,1,7,1,1,198,6,119500
50,50.0,6000,Pave,3,7,0.0,331,318,649,679,504,0,1183,0,0,1,1,2,1,6,0,1,308,6,120000
30,70.0,5684,Pave,6,8,0.0,0,813,813,813,0,0,813,0,0,1,0,2,1,5,0,1,270,6,110000
20,62.0,70761,Pave,7,5,0.0,655,878,1533,1533,0,0,1533,1,0,2,0,2,1,5,2,2,576,12,280000
60,,9303,Pave,6,5,42.0,742,130,872,888,868,0,1756,1,0,2,1,3,1,7,0,2,422,7,204000
60,75.0,9000,Pave,8,5,0.0,0,768,768,786,804,0,1590,0,0,2,1,3,1,6,0,2,676,6,210000
90,63.0,9297,Pave,5,5,0.0,1606,122,1728,1728,0,0,1728,2,0,2,0,4,2,8,0,2,560,7,188000
20,80.0,9600,Pave,7,6,320.0,916,326,1242,1242,0,0,1242,0,0,1,1,3,1,6,1,2,528,9,175500
70,34.0,4571,Pave,5,5,0.0,0,624,624,624,720,0,1344,0,0,1,0,4,1,7,0,3,513,5,98000
20,,53227,Pave,4,6,0.0,1116,248,1364,1663,0,0,1663,1,0,1,0,2,1,6,2,2,529,3,256000
70,,5100,Pave,8,7,0.0,0,588,588,833,833,0,1666,0,0,1,0,3,1,7,1,1,228,6,161000
50,,7015,Pave,5,4,161.0,185,524,709,979,224,0,1203,1,0,1,0,3,1,5,1,1,352,7,110000
60,75.0,8004,Pave,8,5,110.0,544,288,832,832,1103,0,1935,1,0,2,1,3,1,8,0,2,552,12,263435
70,60.0,7200,Pave,7,9,0.0,350,0,560,575,560,0,1135,1,0,1,0,3,1,6,0,2,576,4,155000
20,60.0,8281,Pave,5,5,0.0,553,0,864,864,0,0,864,0,0,1,0,3,1,5,1,1,360,12,62383
70,74.0,11988,Pave,6,7,0.0,326,389,715,849,811,0,1660,0,0,1,1,3,1,6,1,1,240,8,188700
20,60.0,8430,Pave,5,5,136.0,616,424,1040,1040,0,0,1040,0,0,2,0,3,1,5,0,0,0,8,124000
120,,3072,Pave,7,5,18.0,0,1375,1375,1414,0,0,1414,0,0,2,0,2,1,6,1,2,398,5,178740
20,85.0,10628,Pave,7,5,0.0,778,499,1277,1277,0,0,1277,1,0,1,0,2,1,5,1,2,526,4,167000
70,79.0,9480,Pave,5,7,224.0,386,342,728,888,756,0,1644,0,0,1,1,3,1,7,2,1,312,6,146500
20,98.0,11428,Pave,8,5,248.0,0,1626,1626,1634,0,0,1634,0,0,2,0,3,1,7,1,3,866,5,250000
60,76.0,9291,Pave,6,5,120.0,426,406,832,832,878,0,1710,0,0,2,1,3,1,7,0,2,506,6,187000
120,,6820,Pave,8,5,0.0,368,0,1488,1502,0,0,1502,1,0,1,1,1,1,4,0,2,528,6,212000
60,92.0,11952,Pave,7,6,0.0,0,808,808,1161,808,0,1969,0,0,2,1,3,1,8,1,2,534,11,190000
180,35.0,3675,Pave,6,5,80.0,459,88,547,1072,0,0,1072,1,0,1,0,2,1,5,0,2,525,6,148000
20,110.0,14977,Pave,8,5,304.0,1350,626,1976,1976,0,0,1976,1,0,2,0,2,1,7,1,3,908,7,440000
120,41.0,5330,Pave,8,5,0.0,1196,298,1494,1652,0,0,1652,1,0,2,0,2,1,6,0,2,499,8,251000
20,80.0,8480,Pave,5,6,0.0,630,340,970,970,0,0,970,1,0,1,0,2,1,5,0,2,624,7,132500
20,75.0,13125,Pave,6,5,215.0,994,484,1478,1493,0,0,1493,1,0,2,0,3,1,7,1,2,508,4,208900
60,105.0,13693,Pave,9,5,772.0,0,2153,2153,2069,574,0,2643,0,0,2,1,3,1,9,1,3,694,3,380000
20,79.0,10637,Pave,8,5,336.0,1288,417,1705,1718,0,0,1718,1,0,2,0,3,1,7,1,3,826,9,297000
30,50.0,5925,Pave,4,7,435.0,168,739,907,1131,0,0,1131,0,0,1,0,2,1,7,0,2,672,3,89471
20,98.0,16033,Pave,9,5,378.0,1261,572,1833,1850,0,0,1850,1,0,2,0,3,1,8,1,3,772,3,326000
20,72.0,11846,Pave,9,5,562.0,1567,225,1792,1792,0,0,1792,1,0,2,0,2,1,6,1,3,874,8,374000
70,50.0,2500,Pave,7,8,0.0,299,611,910,916,910,0,1826,1,0,1,1,4,1,7,1,1,164,6,155000
120,32.0,4500,Pave,6,5,116.0,897,319,1216,1216,0,0,1216,1,0,2,0,2,1,5,0,2,402,5,164000
20,,7758,Pave,5,7,0.0,588,411,999,999,0,0,999,1,0,1,0,3,1,6,0,1,264,3,132500
20,80.0,9600,Pave,5,7,0.0,607,506,1113,1113,0,0,1113,0,0,1,0,3,1,5,1,1,264,7,147000
20,79.0,10289,Pave,5,7,168.0,836,237,1073,1073,0,0,1073,1,0,1,1,3,1,6,0,2,515,6,156000
20,70.0,12243,Pave,5,6,0.0,998,486,1484,1484,0,0,1484,0,0,2,0,3,1,7,1,2,487,2,175000
190,60.0,10800,Pave,5,4,0.0,664,290,954,1766,648,0,2414,0,0,2,0,3,2,10,1,2,520,5,160000
180,21.0,1526,Pave,4,8,0.0,515,115,630,630,0,0,630,1,0,1,0,1,1,3,0,1,286,5,86000
160,,2665,Pave,5,6,0.0,0,264,264,616,688,0,1304,0,0,1,1,3,1,4,1,1,336,6,115000
50,79.0,9490,Pave,6,7,0.0,403,238,806,958,620,0,1578,1,0,1,0,3,1,5,2,1,240,8,133000
60,105.0,15578,Pave,6,5,0.0,0,728,728,728,728,0,1456,0,0,2,1,3,1,8,0,2,429,5,172785
20,70.0,7931,Pave,5,6,0.0,374,363,1269,1269,0,0,1269,0,0,1,1,3,1,6,1,1,308,6,155000
30,50.0,5784,Pave,5,8,0.0,0,190,190,886,0,0,886,0,0,1,0,2,1,4,0,1,273,12,91300
30,60.0,7879,Pave,4,5,0.0,495,225,720,720,0,0,720,0,0,1,0,2,1,4,0,0,0,11,34900
20,,12692,Pave,8,5,0.0,1231,1969,3200,3228,0,0,3228,1,0,3,0,4,1,10,1,2,546,5,430000
50,60.0,9120,Pave,7,6,0.0,329,697,1026,1133,687,0,1820,1,0,2,0,4,1,8,0,1,240,6,184000
20,65.0,7800,Pave,5,7,89.0,450,414,864,899,0,0,899,0,0,1,0,3,1,5,0,1,288,6,130000
20,70.0,7535,Pave,5,7,0.0,111,522,912,912,0,0,912,0,1,1,0,2,1,5,0,1,297,6,120000
160,21.0,1890,Pave,6,5,285.0,356,316,672,672,546,0,1218,0,0,1,1,3,1,7,0,1,264,5,113000
60,75.0,9803,Pave,7,5,0.0,400,466,866,866,902,0,1768,0,0,2,1,3,1,7,0,2,603,2,226700
20,70.0,9170,Pave,5,7,0.0,698,420,1214,1214,0,0,1214,1,0,1,0,2,1,6,0,2,461,4,140000
20,100.0,15602,Pave,7,8,0.0,1247,254,1501,1801,0,0,1801,1,0,2,0,1,1,6,2,2,484,3,289000
160,24.0,2308,Pave,6,5,0.0,257,103,855,855,467,0,1322,0,1,2,1,3,1,6,1,2,440,6,147000
90,60.0,7596,Pave,5,5,360.0,0,960,960,960,1000,0,1960,0,0,2,0,4,2,10,0,2,400,7,124500
60,80.0,9554,Pave,8,5,125.0,380,397,777,1065,846,0,1911,0,0,2,1,3,1,8,1,2,471,9,215000
20,75.0,7862,Pave,6,5,0.0,27,1191,1218,1218,0,0,1218,0,0,2,0,2,1,4,0,2,676,9,208300
70,60.0,9600,Pave,7,9,0.0,141,548,689,689,689,0,1378,0,0,2,0,3,1,7,1,2,360,10,161000
20,80.0,9600,Pave,5,6,132.0,991,50,1041,1041,0,0,1041,1,0,1,0,3,1,6,0,1,270,7,124500
20,75.0,14559,Pave,5,7,70.0,650,178,1008,1363,0,0,1363,1,0,1,0,2,1,6,2,1,288,6,164900
120,40.0,6792,Pave,7,5,94.0,0,1368,1368,1368,0,0,1368,0,0,2,0,2,1,6,1,2,474,3,202665
20,70.0,9100,Pave,5,5,0.0,521,169,864,864,0,0,864,1,0,1,0,3,1,5,0,2,624,7,129900
20,71.0,9187,Pave,6,5,0.0,336,748,1084,1080,0,0,1080,0,0,1,1,3,1,5,0,2,484,6,134000
45,55.0,10594,Pave,5,5,0.0,0,768,768,789,0,0,789,0,0,1,0,2,1,5,0,1,200,6,96500
20,94.0,12220,Pave,10,5,305.0,1436,570,2006,2020,0,0,2020,1,0,2,1,3,1,9,1,3,900,9,402861
80,,10448,Pave,6,6,333.0,0,689,689,1378,741,0,2119,0,0,2,1,3,1,7,1,2,583,8,158000
60,79.0,10208,Pave,7,5,921.0,0,1264,1264,1277,1067,0,2344,0,0,2,1,3,1,7,1,3,889,7,265000
60,,9531,Pave,6,5,0.0,706,88,794,882,914,0,1796,1,0,2,1,3,1,7,0,2,546,5,211000
70,53.0,10918,Pave,7,9,0.0,0,1276,1276,1276,804,0,2080,0,0,1,1,3,1,9,2,1,282,6,234000
190,60.0,10800,Pave,4,7,0.0,0,0,0,694,600,0,1294,0,0,2,0,3,2,7,0,0,0,8,106250
20,90.0,11988,Pave,6,6,0.0,777,467,1244,1244,0,0,1244,0,0,1,1,3,1,6,2,1,336,5,150000
50,50.0,5000,Pave,6,7,0.0,399,605,1004,1004,660,0,1664,0,0,2,0,3,1,7,2,2,420,10,159000
60,130.0,40094,Pave,10,5,762.0,2260,878,3138,3138,1538,0,4676,1,0,3,1,3,1,11,1,3,884,10,184750
60,95.0,11787,Pave,7,5,594.0,719,660,1379,1383,1015,0,2398,1,0,2,1,3,1,8,1,3,834,8,315750
20,62.0,7500,Pave,7,5,0.0,0,1257,1257,1266,0,0,1266,0,0,2,0,3,1,6,1,2,453,4,176000
20,70.0,13300,Pave,5,7,0.0,377,551,928,928,0,0,928,0,0,1,0,2,1,4,0,1,252,6,132000
60,67.0,14948,Pave,9,5,268.0,1330,122,1452,1476,1237,0,2713,1,0,2,1,3,1,11,1,3,858,11,446261
30,58.0,9098,Pave,4,7,0.0,348,180,528,605,0,0,605,1,0,1,0,2,1,5,0,0,0,7,86000
20,,32668,Pave,6,3,,1219,816,2035,2515,0,0,2515,1,0,3,0,4,2,9,2,2,484,3,200624
80,85.0,10200,Pave,6,5,219.0,783,678,1461,1509,0,0,1509,1,0,2,0,3,1,5,1,2,600,8,175000
70,60.0,6155,Pave,6,8,0.0,0,611,611,751,611,0,1362,0,0,2,0,3,1,6,0,2,502,6,128000
20,60.0,7200,Pave,5,7,0.0,0,0,0,827,0,0,827,0,0,1,0,2,1,5,1,1,392,4,107500
20,50.0,5000,Pave,1,3,0.0,0,0,0,334,0,0,334,0,0,1,0,1,1,2,0,0,0,1,39300
60,74.0,9056,Pave,8,5,0.0,0,707,707,707,707,0,1414,0,0,2,1,3,1,6,1,2,403,10,178000
190,70.0,7000,Pave,5,7,0.0,969,148,1117,820,527,0,1347,1,0,1,0,3,1,5,0,0,0,1,107500
60,57.0,8924,Pave,7,5,0.0,0,880,880,880,844,0,1724,0,0,2,1,3,1,8,0,2,527,7,188000
20,,12735,Pave,4,5,0.0,600,264,864,864,0,0,864,0,0,1,0,3,1,5,0,2,576,4,111250
20,,11553,Pave,5,5,188.0,673,378,1051,1159,0,0,1159,0,0,1,1,3,1,7,1,1,336,7,158000
20,,11423,Pave,8,5,479.0,1358,223,1581,1601,0,0,1601,1,0,2,0,3,1,6,1,2,670,5,272000
20,85.0,14601,Pave,9,5,584.0,1260,578,1838,1838,0,0,1838,1,0,2,0,2,1,8,1,3,765,3,315000
60,,11000,Pave,8,5,72.0,0,969,969,997,1288,0,2285,0,0,2,1,4,1,8,1,3,648,6,248000
20,78.0,10140,Pave,7,5,0.0,144,379,1650,1680,0,0,1680,1,0,2,0,3,1,7,1,2,583,6,213250
120,34.0,4058,Pave,7,5,182.0,584,0,723,767,0,0,767,1,0,1,0,1,1,4,0,1,367,6,133000
60,58.0,17104,Pave,7,5,0.0,554,100,654,664,832,0,1496,1,0,2,1,3,1,7,1,2,426,9,179665
50,,13837,Pave,7,5,178.0,1002,0,1204,1377,806,0,2183,0,0,2,1,4,1,9,0,3,786,2,229000
50,70.0,8737,Pave,6,7,0.0,300,765,1065,915,720,0,1635,0,0,1,1,3,1,6,1,2,440,5,210000
85,54.0,7244,Pave,5,7,0.0,619,149,768,768,0,0,768,1,0,1,0,2,1,5,0,2,624,4,129500
20,49.0,8235,Pave,5,7,0.0,180,0,825,825,0,0,825,1,0,1,0,2,1,4,0,2,720,6,125000
60,75.0,9375,Pave,7,5,0.0,0,912,912,912,1182,0,2094,0,0,2,1,4,1,8,1,2,615,11,263000
120,53.0,4043,Pave,6,6,0.0,559,510,1069,1069,0,0,1069,0,0,2,0,2,1,4,0,2,440,10,140000
20,50.0,6000,Pave,5,6,0.0,308,620,928,928,0,0,928,0,0,1,0,3,1,5,0,1,288,6,112500
20,87.0,11146,Pave,8,5,250.0,0,1709,1709,1717,0,0,1717,0,0,2,0,3,1,7,1,3,908,7,255500
20,67.0,8777,Pave,4,5,0.0,0,0,0,1126,0,0,1126,0,0,2,0,2,1,5,0,2,520,5,108000
60,85.0,10625,Pave,7,5,292.0,866,132,998,1006,1040,0,2046,1,0,2,1,3,1,8,1,3,871,8,284000
45,58.0,6380,Pave,5,6,0.0,0,993,993,1048,0,0,1048,0,0,1,0,2,1,5,1,1,280,8,113000
20,69.0,14850,Pave,5,5,0.0,895,197,1092,1092,0,0,1092,1,0,1,0,2,1,6,1,1,299,5,141000
50,60.0,11040,Pave,4,6,0.0,637,0,637,897,439,0,1336,0,0,1,1,3,1,7,0,1,570,9,108000
60,57.0,21872,Pave,7,5,0.0,604,125,729,729,717,0,1446,0,1,2,1,3,1,6,1,2,406,8,175000
120,,3196,Pave,7,5,18.0,0,1374,1374,1557,0,0,1557,0,0,2,0,2,1,7,1,2,420,10,234000
20,,11341,Pave,5,6,180.0,1302,90,1392,1392,0,0,1392,1,0,1,1,3,1,5,1,2,528,5,121500
20,77.0,10010,Pave,5,5,0.0,1071,195,1389,1389,0,0,1389,1,0,1,0,2,1,6,1,2,418,4,170000
30,63.0,13907,Pave,5,6,0.0,290,706,996,996,0,0,996,1,0,1,0,3,1,6,1,0,0,7,108000
50,66.0,21780,Pave,6,7,0.0,0,1163,1163,1163,511,0,1674,0,0,2,0,4,1,8,1,2,396,7,185000
60,,13346,Pave,7,5,0.0,728,367,1095,1166,1129,0,2295,1,0,2,1,4,1,9,1,2,590,7,268000
70,66.0,6858,Pave,6,4,0.0,0,806,806,841,806,0,1647,1,0,1,1,4,1,6,0,1,216,5,128000
60,77.0,11198,Pave,9,5,245.0,0,1122,1122,1134,1370,0,2504,0,0,2,1,4,1,11,1,3,656,6,325000
20,70.0,10171,Pave,7,5,168.0,2,1515,1517,1535,0,0,1535,0,0,2,0,3,1,7,0,2,532,3,214000
50,79.0,12327,Pave,8,8,0.0,1441,55,1496,1496,636,0,2132,1,0,1,1,1,1,5,1,2,612,9,316600
90,,7032,Pave,5,5,0.0,943,0,943,943,0,0,943,1,0,1,0,2,1,4,2,2,600,12,135960
90,74.0,13101,Pave,5,5,108.0,231,1497,1728,1728,0,0,1728,0,0,2,0,6,2,10,0,2,576,11,142600
20,60.0,7332,Pave,6,6,207.0,414,450,864,864,0,0,864,1,0,1,0,2,1,4,0,1,288,10,120000
60,83.0,13159,Pave,7,5,0.0,0,846,846,846,846,0,1692,0,0,2,1,3,1,6,0,2,650,7,224500
80,76.0,9967,Pave,7,5,0.0,0,384,384,774,656,0,1430,0,0,2,1,3,1,8,1,2,400,12,170000
80,70.0,10500,Pave,5,7,82.0,349,23,372,576,533,0,1109,0,1,1,0,3,1,5,0,1,288,12,139000
50,80.0,8480,Pave,5,5,0.0,442,390,832,832,384,0,1216,0,0,1,0,2,1,6,0,1,336,10,118500
50,52.0,6292,Pave,7,7,0.0,0,861,861,877,600,0,1477,0,1,2,0,3,1,6,1,1,216,8,145000
80,96.0,11777,Pave,5,6,97.0,328,285,1164,1320,0,0,1320,1,0,1,0,3,1,6,2,2,564,5,164500
160,34.0,3604,Pave,7,5,0.0,0,689,689,703,689,0,1392,0,0,2,0,2,1,5,0,2,540,2,146000
50,81.0,12150,Pave,5,5,335.0,0,1050,1050,1050,745,0,1795,0,0,2,0,4,1,7,0,1,352,11,131500
20,,14585,Pave,6,6,85.0,594,331,1144,1429,0,0,1429,0,1,1,0,3,1,7,2,2,572,6,181900
20,98.0,12704,Pave,8,5,306.0,0,2042,2042,2042,0,0,2042,0,0,2,1,3,1,8,1,3,1390,8,253293
90,81.0,11841,Grvl,6,5,104.0,816,0,816,816,0,0,816,1,0,1,0,3,1,5,0,0,0,5,118500
75,75.0,13500,Pave,10,9,0.0,0,1237,1237,1521,1254,0,2775,0,0,3,1,3,1,9,1,2,880,7,325000
50,51.0,6120,Pave,4,7,0.0,0,884,884,989,584,0,1573,0,0,1,0,3,1,6,0,1,240,7,133000
20,88.0,11443,Pave,8,5,208.0,1460,408,1868,2028,0,0,2028,1,0,2,0,2,1,7,2,3,880,3,369900
30,55.0,10267,Pave,6,7,0.0,210,0,816,838,0,0,838,1,0,1,0,2,1,5,0,1,275,5,130000
85,74.0,8740,Pave,5,6,0.0,672,168,840,860,0,0,860,1,0,1,0,2,1,4,0,2,528,7,137000
20,65.0,25095,Pave,5,8,0.0,1324,113,1437,1473,0,0,1473,2,0,1,0,1,1,5,2,1,452,6,143000
40,50.0,9100,Pave,5,6,0.0,0,742,742,779,0,156,935,0,0,1,0,2,1,4,0,1,308,8,79500
60,64.0,8320,Pave,7,5,0.0,490,280,770,770,812,0,1582,0,0,2,1,3,1,6,0,2,520,9,185900
60,97.0,13478,Pave,10,5,420.0,1338,384,1722,1728,568,0,2296,1,0,2,1,3,1,10,1,3,842,6,451950
20,60.0,6600,Pave,5,8,0.0,816,0,816,816,0,0,816,1,0,1,0,2,1,4,0,2,816,6,138000
120,,4435,Pave,6,5,170.0,685,163,848,848,0,0,848,1,0,1,0,1,1,4,0,2,420,5,140000
20,88.0,7990,Pave,5,6,0.0,0,924,924,924,0,0,924,0,0,1,0,3,1,5,0,1,280,4,110000
20,69.0,11302,Pave,8,5,238.0,1422,392,1814,1826,0,0,1826,1,0,2,0,3,1,7,1,3,758,8,319000
70,60.0,3600,Pave,6,7,0.0,0,684,684,684,684,0,1368,0,0,1,0,3,1,7,0,1,216,10,114504
120,53.0,3922,Pave,7,5,72.0,0,1258,1258,1402,0,0,1402,0,2,0,2,2,1,7,1,3,648,2,194201
20,80.0,12984,Pave,5,6,459.0,1283,0,1430,1647,0,0,1647,1,0,2,0,3,1,7,1,2,621,3,217500
160,24.0,1950,Pave,6,6,0.0,81,23,716,716,840,0,1556,1,0,2,1,3,1,6,1,2,452,7,151000
60,74.0,10927,Pave,8,5,280.0,546,512,1058,1058,846,0,1904,1,0,2,1,3,1,8,1,2,736,6,275000
50,50.0,9000,Pave,6,6,0.0,0,780,780,780,595,0,1375,0,0,1,1,3,1,6,1,1,544,12,141000
60,80.0,10041,Pave,8,5,0.0,789,119,908,927,988,0,1915,1,0,2,1,3,1,8,1,2,506,2,220000
160,30.0,3182,Pave,7,5,0.0,0,600,600,600,600,0,1200,0,0,2,1,2,1,4,0,2,480,6,151000
20,88.0,12803,Pave,7,5,99.0,922,572,1494,1494,0,0,1494,1,0,2,0,3,1,6,1,2,530,9,221000
60,85.0,13600,Pave,7,6,176.0,454,314,768,1186,800,0,1986,0,0,2,1,3,1,7,3,2,486,10,205000
20,82.0,12464,Pave,5,5,0.0,732,308,1040,1040,0,0,1040,1,0,1,0,3,1,6,0,2,576,11,152000
20,78.0,7800,Pave,5,8,0.0,603,293,896,1112,896,0,2008,1,0,3,0,3,1,8,0,1,230,8,225000
70,78.0,12168,Pave,8,6,0.0,428,537,965,1940,1254,0,3194,0,0,2,1,4,1,10,2,2,380,9,359100
20,61.0,7943,Pave,4,5,192.0,903,126,1029,1029,0,0,1029,1,0,1,0,3,1,5,0,1,261,4,118500
60,,11050,Pave,9,5,204.0,904,536,1440,1476,677,0,2153,1,0,2,1,3,1,8,2,3,736,5,313000
80,,10395,Pave,6,6,233.0,605,427,1032,1032,0,0,1032,0,1,2,0,3,1,6,1,2,564,7,148000
60,,11885,Pave,8,5,108.0,990,309,1299,1299,573,0,1872,1,0,2,1,3,1,7,1,2,531,11,261500
20,70.0,8402,Pave,5,5,0.0,206,914,1120,1120,0,0,1120,0,0,1,0,3,1,6,0,0,0,12,147000
180,21.0,1491,Pave,4,6,0.0,150,0,630,630,0,0,630,1,0,1,0,1,1,3,0,0,0,5,75500
85,80.0,8800,Pave,6,7,156.0,763,173,936,1054,0,0,1054,1,0,1,0,3,1,6,0,2,480,5,137500
60,,7861,Pave,6,5,0.0,457,326,783,807,702,0,1509,1,0,2,1,3,1,7,1,2,393,6,183200
45,59.0,7227,Pave,6,6,0.0,0,832,832,832,0,0,832,0,0,1,0,2,1,4,0,2,528,6,105500
20,90.0,11694,Pave,9,5,452.0,48,1774,1822,1828,0,0,1828,0,0,2,0,3,1,9,1,3,774,7,314813
60,85.0,12244,Pave,8,5,226.0,871,611,1482,1482,780,0,2262,1,0,2,1,4,1,10,2,3,749,8,305000
30,45.0,8248,Pave,3,3,0.0,41,823,864,864,0,0,864,1,0,1,0,2,1,5,0,0,0,9,67000
60,90.0,10800,Pave,6,7,0.0,956,384,1522,1548,1066,0,2614,0,0,2,1,4,1,9,1,2,624,6,240000
20,71.0,7064,Pave,5,6,153.0,560,420,980,980,0,0,980,0,0,1,0,3,1,6,0,2,484,7,135000
160,,2117,Pave,6,5,513.0,420,336,756,756,756,0,1512,0,0,2,1,2,1,4,1,2,440,6,168500
60,80.0,10400,Pave,6,5,288.0,247,485,732,1012,778,0,1790,1,0,1,2,4,1,8,1,2,484,11,165150
20,87.0,10000,Pave,6,6,261.0,0,1116,1116,1116,0,0,1116,0,0,1,1,3,1,5,0,2,440,2,160000
20,,12342,Pave,5,5,0.0,0,978,978,1422,0,0,1422,0,0,1,0,3,1,6,1,1,286,8,139900
80,80.0,9600,Pave,6,6,164.0,674,350,1156,1520,0,0,1520,1,0,1,0,3,1,7,2,1,364,3,153000
60,70.0,11606,Pave,5,5,192.0,650,390,1040,1040,1040,0,2080,0,1,1,2,5,1,9,2,2,504,9,135000
80,82.0,9020,Pave,6,5,259.0,624,288,1248,1350,0,0,1350,1,0,1,1,3,1,6,0,2,520,6,168500
70,50.0,9000,Pave,5,6,0.0,0,636,636,1089,661,0,1750,0,0,1,0,3,1,8,0,1,240,6,124000
120,34.0,4590,Pave,8,5,108.0,24,1530,1554,1554,0,0,1554,0,0,2,0,2,1,6,1,2,627,8,209500
20,85.0,11900,Pave,7,5,209.0,822,564,1386,1411,0,0,1411,0,0,2,0,3,1,6,1,2,544,4,82500
20,80.0,9250,Pave,5,7,0.0,480,108,1056,1056,0,0,1056,0,1,1,0,3,1,6,0,1,260,7,139400
90,64.0,6979,Pave,6,5,0.0,1056,0,1056,1056,0,0,1056,2,0,0,0,0,2,4,0,2,576,6,144000
190,60.0,10896,Pave,6,7,0.0,256,1184,1440,1440,1440,515,3395,0,0,2,0,8,2,14,0,0,0,3,200000
30,51.0,6120,Pave,2,3,0.0,0,264,264,800,0,0,800,0,0,1,0,1,1,4,1,0,0,1,60000
190,50.0,6000,Pave,5,4,0.0,0,811,811,811,576,0,1387,0,0,2,0,3,2,7,0,1,256,11,93000
30,67.0,8777,Pave,5,7,0.0,0,796,796,796,0,0,796,0,0,1,0,2,1,4,0,0,0,5,85000
120,53.0,3982,Pave,8,5,0.0,1154,366,1520,1567,0,0,1567,1,0,2,0,1,1,7,1,3,648,10,264561
120,62.0,12677,Pave,8,5,472.0,1218,300,1518,1518,0,0,1518,0,0,1,1,1,1,6,1,2,588,4,274000
60,,7050,Pave,7,5,0.0,738,319,1057,1057,872,0,1929,1,0,2,1,3,1,7,1,2,650,5,226000
80,75.0,13860,Pave,8,7,0.0,1410,542,1952,2000,704,0,2704,1,0,2,1,4,1,9,3,2,538,7,345000
60,80.0,10793,Pave,5,5,263.0,493,0,780,780,840,0,1620,0,0,2,1,4,1,7,0,2,462,4,152000
20,85.0,9187,Pave,9,5,162.0,1121,645,1766,1766,0,0,1766,1,0,2,1,2,1,7,1,3,478,10,370878
20,,10530,Pave,6,5,0.0,282,664,981,981,0,0,981,1,0,1,1,3,1,5,0,2,576,3,143250
20,60.0,7200,Pave,5,5,0.0,0,0,0,1048,0,0,1048,0,0,1,0,3,1,7,0,2,420,7,98300
20,85.0,10452,Pave,6,5,216.0,500,594,1094,1094,0,0,1094,0,0,1,0,3,1,5,2,2,495,6,155000
60,70.0,7700,Pave,6,5,351.0,0,756,756,1051,788,0,1839,0,0,1,1,4,1,7,1,2,442,6,155000
180,21.0,1936,Pave,4,6,0.0,131,0,630,630,0,0,630,1,0,1,0,1,1,3,0,0,0,12,84500
60,65.0,8125,Pave,7,6,,0,813,813,822,843,0,1665,0,0,2,1,3,1,7,0,2,562,5,205950
70,60.0,9084,Pave,4,5,0.0,0,755,755,755,755,0,1510,1,0,1,0,4,1,7,1,1,296,10,108000
60,70.0,8750,Pave,7,5,0.0,0,880,880,909,807,0,1716,0,0,2,1,2,1,7,1,2,512,7,191000
50,60.0,10320,Pave,6,7,0.0,0,756,756,756,713,0,1469,0,0,1,0,3,1,7,0,1,216,6,135000
20,91.0,10437,Pave,8,6,660.0,1696,413,2109,2113,0,0,2113,1,0,2,1,2,1,7,1,3,839,8,350000
160,21.0,1680,Pave,6,5,381.0,0,525,525,525,567,0,1092,0,0,1,1,3,1,6,0,1,264,3,88000
20,72.0,10007,Pave,5,7,54.0,806,247,1053,1053,0,0,1053,1,0,1,1,3,1,5,0,1,312,8,145500
70,60.0,7200,Pave,7,6,0.0,0,776,776,851,651,0,1502,0,0,1,1,3,1,6,1,1,270,2,149000
50,78.0,17503,Pave,6,5,0.0,0,912,912,912,546,0,1458,0,1,1,0,3,1,6,1,1,330,1,97500
20,75.0,9937,Pave,5,7,0.0,637,849,1486,1486,0,0,1486,1,0,1,0,3,1,7,0,2,480,3,167000
60,,12384,Pave,7,7,233.0,0,793,793,1142,793,0,1935,0,0,2,1,3,1,7,1,2,550,11,197900
60,52.0,46589,Pave,8,7,528.0,1361,88,1629,1686,762,0,2448,1,0,2,1,4,1,8,1,3,711,7,402000
20,120.0,13560,Pave,6,3,216.0,0,1392,1392,1392,0,0,1392,1,0,1,0,2,1,5,2,2,576,7,110000
85,90.0,10012,Pave,4,5,0.0,920,38,1138,1181,0,0,1181,1,0,2,0,3,1,6,0,2,588,4,137500
20,49.0,20896,Pave,8,5,0.0,1721,356,2077,2097,0,0,2097,1,0,1,1,1,1,8,1,3,1134,1,423000
